Style,ATS COLOR,COLOR,SIZE,URL,INDEX
0654W,RYL, Royal,26W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,WHT, White,14W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0654W,WHT, White,16W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0654W,WHT, White,18W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0654W,WHT, White,20W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0654W,WHT, White,22W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0654W,WHT, White,24W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0654W,WHT, White,26W,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,0
0655,BLK, Black,8,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655,BLK, Black,10,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655,BLK, Black,12,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655,BLK, Black,14,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655,BLK, Black,16,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655,BLK, Black,18,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,14W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,16W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,18W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,20W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,22W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,24W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,BLK, Black,26W,https://dl.dropboxusercontent.com/s/mw7560an8t1ab6u/0655%20black_wm.jpg?dl=0,0
0655W,WHT, White,14W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0655W,WHT, White,16W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0655W,WHT, White,18W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0655W,WHT, White,20W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0655W,WHT, White,22W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0655W,WHT, White,24W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0655W,WHT, White,26W,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,0
0708,BLK, Black,8,https://dl.dropboxusercontent.com/s/zi8t4hefoqkh5np/0708%20black_wm.jpg?dl=0,0
