IN,Supplier Sku,YES,Quantity,Blank,Blank,Blank,Blank,Decription,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,SKU,JCPENNEY
IN,G1049W-ROSEPINK-18W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320034,JCPENNEY
IN,G1049W-ROSEPINK-20W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320042,JCPENNEY
IN,G1049W-ROSEPINK-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320059,JCPENNEY
IN,G1049W-ROSEPINK-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320067,JCPENNEY
IN,G1049W-ROSEPINK-26W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320075,JCPENNEY
IN,G1049W-WHITE-14W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320216,JCPENNEY
IN,G1049W-WHITE-16W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320224,JCPENNEY
IN,G1049W-WHITE-18W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320232,JCPENNEY
IN,G1049W-WHITE-20W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320240,JCPENNEY
IN,G1049W-WHITE-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320257,JCPENNEY
IN,G1049W-WHITE-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320265,JCPENNEY
IN,G1049W-WHITE-26W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320273,JCPENNEY
IN,G1053-NAVY/WHT-10,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501300067,JCPENNEY
IN,G1053-NAVY/WHT-12,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501300075,JCPENNEY
IN,G1053-NAVY/WHT-14,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501300083,JCPENNEY
IN,G1053-NAVY/WHT-16,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501300091,JCPENNEY
IN,G1053-NAVY/WHT-18,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501300109,JCPENNEY
IN,G1053W-NAVY/WHT-14W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501290018,JCPENNEY
IN,G1053W-NAVY/WHT-16W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501290026,JCPENNEY
IN,G1053W-NAVY/WHT-18W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501290034,JCPENNEY
IN,G1053W-NAVY/WHT-20W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501290042,JCPENNEY
IN,G1053W-NAVY/WHT-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501290059,JCPENNEY
IN,G1053W-NAVY/WHT-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501290067,JCPENNEY
IN,G1060-LAV-10,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560067,JCPENNEY
IN,G1060-LAV-12,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560075,JCPENNEY
IN,G1060-LAV-14,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560083,JCPENNEY
IN,G1060-LAV-16,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560091,JCPENNEY
IN,G1060-LAV-18,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560109,JCPENNEY
IN,G1060-LAV-8,Yes,1,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560059,JCPENNEY
IN,G1060-OFFWHT-10,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560265,JCPENNEY
IN,G1060-OFFWHT-12,Yes,1,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560273,JCPENNEY
IN,G1060-OFFWHT-14,Yes,1,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560281,JCPENNEY
IN,G1060-OFFWHT-16,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560299,JCPENNEY
IN,G1060-OFFWHT-18,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560307,JCPENNEY
IN,G1060-OFFWHT-8,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501560257,JCPENNEY
IN,G1060W-LAV-14W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550018,JCPENNEY
IN,G1060W-LAV-16W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550026,JCPENNEY
IN,G1060W-LAV-18W,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550034,JCPENNEY
IN,G1060W-LAV-20W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550042,JCPENNEY
IN,G1060W-LAV-22W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550059,JCPENNEY
IN,G1060W-LAV-24W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550067,JCPENNEY
IN,G1060W-OFFWHT-14W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550216,JCPENNEY
IN,G1060W-OFFWHT-16W,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550224,JCPENNEY
IN,G1060W-OFFWHT-18W,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550232,JCPENNEY
IN,G1060W-OFFWHT-20W,Yes,1,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550240,JCPENNEY
IN,G1060W-OFFWHT-22W,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550257,JCPENNEY
IN,G1060W-OFFWHT-24W,Yes,2,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,81501550265,JCPENNEY
IN,G1062W-MUSTARD-14W,Yes,2,,,,,2PC DRS SUIT,,,,,,,,,,,,,,81501650018,JCPENNEY
IN,G1062W-MUSTARD-16W,Yes,1,,,,,2PC DRS SUIT,,,,,,,,,,,,,,81501650026,JCPENNEY
IN,G1062W-MUSTARD-18W,Yes,2,,,,,2PC DRS SUIT,,,,,,,,,,,,,,81501650034,JCPENNEY
IN,G1062W-MUSTARD-20W,Yes,2,,,,,2PC DRS SUIT,,,,,,,,,,,,,,81501650042,JCPENNEY
IN,G1062W-MUSTARD-22W,Yes,3,,,,,2PC DRS SUIT,,,,,,,,,,,,,,81501650059,JCPENNEY
IN,G1062W-MUSTARD-24W,Yes,2,,,,,2PC DRS SUIT,,,,,,,,,,,,,,81501650067,JCPENNEY
IN,G1063-ICEBLUE-10,Yes,2,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660067,JCPENNEY
IN,G1063-ICEBLUE-12,Yes,2,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660075,JCPENNEY
IN,G1063-ICEBLUE-14,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660083,JCPENNEY
IN,G1063-ICEBLUE-16,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660091,JCPENNEY
IN,G1063-ICEBLUE-18,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660109,JCPENNEY
IN,G1063-PINK-10,Yes,2,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660265,JCPENNEY
IN,G1063-PINK-12,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660273,JCPENNEY
IN,G1063-PINK-14,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660281,JCPENNEY
IN,G1063-PINK-16,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660299,JCPENNEY
IN,G1063-PINK-18,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501660307,JCPENNEY
IN,G1063W-ICEBLUE-14W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670018,JCPENNEY
IN,G1063W-ICEBLUE-16W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670026,JCPENNEY
IN,G1063W-ICEBLUE-18W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670034,JCPENNEY
IN,G1063W-ICEBLUE-20W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670042,JCPENNEY
IN,G1063W-ICEBLUE-22W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670059,JCPENNEY
IN,G1063W-ICEBLUE-24W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670067,JCPENNEY
IN,G1063W-PINK-14W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670216,JCPENNEY
IN,G1063W-PINK-16W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670224,JCPENNEY
IN,G1063W-PINK-18W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670232,JCPENNEY
IN,G1063W-PINK-20W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670240,JCPENNEY
IN,G1063W-PINK-22W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670257,JCPENNEY
IN,G1063W-PINK-24W,Yes,3,,,,,2PC SKRT SUIT,,,,,,,,,,,,,,81501670265,JCPENNEY
IN,HG1037/39-EMERALD/WHT,Yes,3,,,,,STRIPE HAT,,,,,,,,,,,,,,10706300018,JCPENNEY
IN,HG1037/39-GOLD/WHT,Yes,3,,,,,STRIPE HAT,,,,,,,,,,,,,,10706300216,JCPENNEY
IN,HG1040-PEACOCK,Yes,3,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706310018,JCPENNEY
IN,HG1040-VIOLET,Yes,3,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706310216,JCPENNEY
IN,HM1020-BLACK,Yes,3,,,,,LACE HAT,,,,,,,,,,,,,,10706320018,JCPENNEY
IN,HM1020-WHITE,Yes,3,,,,,LACE HAT,,,,,,,,,,,,,,10706320216,JCPENNEY
IN,HM948-BLACK,Yes,0,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706290018,JCPENNEY
IN,HM948-CHAM,Yes,0,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706290216,JCPENNEY
IN,HM948-LILAC,Yes,3,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706290414,JCPENNEY
IN,HM948-NAVY,Yes,0,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706290612,JCPENNEY
IN,HM948-P GREEN,Yes,3,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706290810,JCPENNEY
IN,HM948-PINK,Yes,0,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706291016,JCPENNEY
IN,HM948-WHITE,Yes,0,,,,,WIDE BRIM HAT,,,,,,,,,,,,,,10706291214,JCPENNEY
IN,HM951-BLACK,Yes,0,,,,,SATIN HAT,,,,,,,,,,,,,,10706330018,JCPENNEY
IN,HM951-CHAM,Yes,0,,,,,SATIN HAT,,,,,,,,,,,,,,10706330216,JCPENNEY
IN,HM951-WHITE/NAVY,Yes,3,,,,,SATIN HAT,,,,,,,,,,,,,,10706330414,JCPENNEY
IN,HM953-ROSE,Yes,3,,,,,SATIN HAT,,,,,,,,,,,,,,10706340018,JCPENNEY
IN,HM953-SAPPHIRE,Yes,3,,,,,SATIN HAT,,,,,,,,,,,,,,10706340216,JCPENNEY
IN,HM954-ICE BLUE,Yes,1,,,,,STFLWR HAT,,,,,,,,,,,,,,10706350018,JCPENNEY
IN,HM954-PINK,Yes,3,,,,,STFLWR HAT,,,,,,,,,,,,,,10706350216,JCPENNEY
IN,HM956-BLACK,Yes,0,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706360018,JCPENNEY
IN,HM956-PEACOCK,Yes,3,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706360216,JCPENNEY
IN,HM956-WHITE,Yes,0,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706360414,JCPENNEY
IN,HM957-PURPLE,Yes,3,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706370018,JCPENNEY
IN,HM957-RED,Yes,3,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706370216,JCPENNEY
IN,HM957-SAPPHIRE,Yes,3,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706370414,JCPENNEY
IN,HM957-WHITE,Yes,0,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706370612,JCPENNEY
IN,HM958-BLUE,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706200018,JCPENNEY
IN,HM958-PEACOCK,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706200216,JCPENNEY
IN,HM958-PINK,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706200414,JCPENNEY
IN,HM959-ANIMAL,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706210018,JCPENNEY
IN,HM960-BLACK,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706220018,JCPENNEY
IN,HM960-BLUE,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706220216,JCPENNEY
IN,HM960-MAUVE,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706220414,JCPENNEY
IN,HM960-PINK,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706220612,JCPENNEY
IN,HM960-WHITE,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706220810,JCPENNEY
IN,HM961-LAVENDER,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706230018,JCPENNEY
IN,HM961-NAVY,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706230216,JCPENNEY
IN,HM961-YELLOW,Yes,3,,,,,PRT ORGANZA HAT,,,,,,,,,,,,,,10706230414,JCPENNEY
IN,HM962-LIME YELLOW,Yes,0,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706240018,JCPENNEY
IN,HM962-ROSE PINK,Yes,2,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706240216,JCPENNEY
IN,HM962-WHITE,Yes,0,,,,,ORGANZA HAT,,,,,,,,,,,,,,10706240414,JCPENNEY
IN,HM964-LIME,Yes,3,,,,,FABRIC HAT,,,,,,,,,,,,,,10706250018,JCPENNEY
IN,HM964-WHITE,Yes,3,,,,,FABRIC HAT,,,,,,,,,,,,,,10706250216,JCPENNEY
IN,HR1020-PURPLE,Yes,3,,,,,LACE HAT,,,,,,,,,,,,,,10706260018,JCPENNEY
IN,HR1020-SILVER,Yes,1,,,,,LACE HAT,,,,,,,,,,,,,,10706260216,JCPENNEY
IN,HR1031-SILVER,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706270018,JCPENNEY
IN,HR1031-TURQ,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706270216,JCPENNEY
IN,HR1031-WHITE,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706270414,JCPENNEY
IN,HR1038-CHAM/CHOCO,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706280018,JCPENNEY
IN,HR1038-SILVER/STEEL,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706280216,JCPENNEY
IN,HR1038-WHITE/BLK,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706280414,JCPENNEY
IN,HR1039-WHITE,Yes,0,,,,,RIBBON HAT,,,,,,,,,,,,,,10706380018,JCPENNEY
IN,HR1052-BLACK/WHT,Yes,3,,,,,RIBBON HAT,,,,,,,,,,,,,,10706390018,JCPENNEY
IN,S0301W-RED-16W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602560026,JCPENNEY
IN,S0301W-RED-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602560034,JCPENNEY
IN,S0301W-RED-20W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602560042,JCPENNEY
IN,S0301W-RED-22W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602560059,JCPENNEY
IN,S0301W-RED-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602560067,JCPENNEY
IN,S0714-DARK CHOCO-10,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,69928320067,JCPENNEY
IN,S0714-DARK CHOCO-12,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,69928320075,JCPENNEY
IN,S0714-DARK CHOCO-14,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,69928320083,JCPENNEY
IN,S0714-DARK CHOCO-16,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,69928320091,JCPENNEY
IN,S0714-DARK CHOCO-18,Yes,3,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,69928320109,JCPENNEY
IN,S0714W-DARK CHOCO-16W,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,87602550026,JCPENNEY
IN,S0714W-DARK CHOCO-18W,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,87602550034,JCPENNEY
IN,S0714W-DARK CHOCO-20W,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,87602550042,JCPENNEY
IN,S0714W-DARK CHOCO-22W,Yes,1,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,87602550059,JCPENNEY
IN,S0714W-DARK CHOCO-24W,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,87602550067,JCPENNEY
IN,S0714W-DARK CHOCO-26W,Yes,0,,,,,3PC SKRT SUIT,,,,,,,,,,,,,,87602550075,JCPENNEY
