Style,Supplier SKU,UPC,Title,Description,Size,Color,URL,,,,,
G1018,G1018W-BLK-20W,,,,20W,BLK,,,,,,
G1018,G1018W-BLK-22W,,,,22W,BLK,,,,,,
G1018,G1018W-BLK-24W,,,,24W,BLK,,,,,,
G1018,G1018W-BLK-26W,,,,26W,BLK,,,,,,
G1018,G1018W-CRAN-14W,,,,14W,CRAN,,,,,,
G1018,G1018W-CRAN-16W,,,,16W,CRAN,,,,,,
G1018,G1018W-CRAN-18W,,,,18W,CRAN,,,,,,
G1018,G1018W-CRAN-20W,,,,20W,CRAN,,,,,,
G1018,G1018W-CRAN-22W,,,,22W,CRAN,,,,,,
G1018,G1018W-CRAN-24W,,,,24W,CRAN,,,,,,
G1018,G1018W-CRAN-26W,,,,26W,CRAN,,,,,,
G1018,G1018W-GINGER-14W,,,,14W,GINGER,,,,,,
G1018,G1018W-GINGER-16W,,,,16W,GINGER,,,,,,
G1018,G1018W-GINGER-18W,,,,18W,GINGER,,,,,,
G1018,G1018W-GINGER-20W,,,,20W,GINGER,,,,,,
G1018,G1018W-GINGER-22W,,,,22W,GINGER,,,,,,
G1018,G1018W-GINGER-24W,,,,24W,GINGER,,,,,,
G1018,G1018W-GINGER-26W,,,,26W,GINGER,,,,,,
G1018,G1018W-PURPLE-16W,,,,16W,PURPLE,,,,,,
G1018,G1018W-PURPLE-18W,,,,18W,PURPLE,,,,,,
G1018,G1018W-PURPLE-20W,,,,20W,PURPLE,,,,,,
G1018,G1018W-PURPLE-22W,,,,22W,PURPLE,,,,,,
G1018,G1018W-PURPLE-24W,,,,24W,PURPLE,,,,,,
G1018,G1018W-PURPLE-26W,,,,26W,PURPLE,,,,,,
G1018,G1018W-SPK-14W,,,,14W,SPK,,,,,,
G1018,G1018W-SPK-16W,,,,16W,SPK,,,,,,
G1018,G1018W-SPK-18W,,,,18W,SPK,,,,,,
G1018,G1018W-SPK-20W,,,,20W,SPK,,,,,,
G1018,G1018W-SPK-22W,,,,22W,SPK,,,,,,
G1018,G1018W-SPK-24W,,,,24W,SPK,,,,,,
G1018,G1018W-SPK-26W,,,,26W,SPK,,,,,,
G1018,G1018W-SPK-28W,,,,28W,SPK,,,,,,
G1018,G1018W-WHT-14W,,,,14W,WHT,,,,,,
G1018,G1018W-WHT-16W,,,,16W,WHT,,,,,,
G1018,G1018W-WHT-18W,,,,18W,WHT,,,,,,
G1018,G1018W-WHT-20W,,,,20W,WHT,,,,,,
G1018,G1018W-WHT-22W,,,,22W,WHT,,,,,,
G1018,G1018W-WHT-24W,,,,24W,WHT,,,,,,
G1018,G1018W-WHT-26W,,,,26W,WHT,,,,,,
G1018,G1018W-WHT-28W,,,,28W,WHT,,,,,,
G1026,G1026W-CHAM-14W,,,,14W,CHAM,,,,,,
G1026,G1026W-CHAM-16W,,,,16W,CHAM,,,,,,
G1026,G1026W-CHAM-18W,,,,18W,CHAM,,,,,,
G1026,G1026W-CHAM-20W,,,,20W,CHAM,,,,,,
G1026,G1026W-CHAM-22W,,,,22W,CHAM,,,,,,
G1026,G1026W-CHAM-24W,,,,24W,CHAM,,,,,,
G1026,G1026W-CHAM-26W,,,,26W,CHAM,,,,,,
G1026,G1026W-WHT-16W,,,,16W,WHT,,,,,,
G1026,G1026W-WHT-18W,,,,18W,WHT,,,,,,
G1026,G1026W-WHT-20W,,,,20W,WHT,,,,,,
G1026,G1026W-WHT-22W,,,,22W,WHT,,,,,,
G1026,G1026W-WHT-24W,,,,24W,WHT,,,,,,
G1026,G1026W-WHT-26W,,,,26W,WHT,,,,,,
G1032,G1032-BLK/SIL-10,,,,10,BLK/SIL,,,,,,
G1032,G1032-BLK/SIL-12,,,,12,BLK/SIL,,,,,,
G1032,G1032-BLK/SIL-14,,,,14,BLK/SIL,,,,,,
G1032,G1032-BLK/SIL-16,,,,16,BLK/SIL,,,,,,
G1032,G1032-BLK/SIL-18,,,,18,BLK/SIL,,,,,,
G1032,G1032W-BLK/SIL-14W,,,,14W,BLK/SIL,,,,,,
G1032,G1032W-BLK/SIL-16W,,,,16W,BLK/SIL,,,,,,
G1032,G1032W-BLK/SIL-18W,,,,18W,BLK/SIL,,,,,,
G1032,G1032W-BLK/SIL-20W,,,,20W,BLK/SIL,,,,,,
G1032,G1032W-BLK/SIL-22W,,,,22W,BLK/SIL,,,,,,
G1032,G1032W-BLK/SIL-24W,,,,24W,BLK/SIL,,,,,,
G1035,G1035-BLK/ROYAL-10,,,,10,BLK/ROYAL,,,,,,
G1035,G1035-BLK/ROYAL-12,,,,12,BLK/ROYAL,,,,,,
G1035,G1035-BLK/ROYAL-14,,,,14,BLK/ROYAL,,,,,,
G1035,G1035-BLK/ROYAL-16,,,,16,BLK/ROYAL,,,,,,
G1035,G1035-BLK/ROYAL-18,,,,18,BLK/ROYAL,,,,,,
G1035,G1035W-BLK/ROYAL-16W,,,,16W,BLK/ROYAL,,,,,,
G1035,G1035W-BLK/ROYAL-18W,,,,18W,BLK/ROYAL,,,,,,
G1035,G1035W-BLK/ROYAL-20W,,,,20W,BLK/ROYAL,,,,,,
G1035,G1035W-BLK/ROYAL-22W,,,,22W,BLK/ROYAL,,,,,,
G1035,G1035W-BLK/ROYAL-24W,,,,24W,BLK/ROYAL,,,,,,
G1041,G1041-PURPLE-10,,,,10,PURPLE,,,,,,
G1041,G1041-PURPLE-12,,,,12,PURPLE,,,,,,
G1041,G1041-PURPLE-14,,,,14,PURPLE,,,,,,
G1041,G1041-PURPLE-16,,,,16,PURPLE,,,,,,
G1041,G1041-PURPLE-18,,,,18,PURPLE,,,,,,
G1041,G1041W-PURPLE-14W,,,,14W,PURPLE,,,,,,
G1041,G1041W-PURPLE-16W,,,,16W,PURPLE,,,,,,
G1041,G1041W-PURPLE-18W,,,,18W,PURPLE,,,,,,
G1041,G1041W-PURPLE-20W,,,,20W,PURPLE,,,,,,
G1041,G1041W-PURPLE-22W,,,,22W,PURPLE,,,,,,
G1041,G1041W-PURPLE-24W,,,,24W,PURPLE,,,,,,
G1043,G1043-LIME/BLK-10,,,,10,LIME/BLK,,,,,,
G1043,G1043-LIME/BLK-12,,,,12,LIME/BLK,,,,,,
G1043,G1043-LIME/BLK-14,,,,14,LIME/BLK,,,,,,
G1043,G1043-LIME/BLK-16,,,,16,LIME/BLK,,,,,,
G1043,G1043-LIME/BLK-18,,,,18,LIME/BLK,,,,,,
G1045,G1045-HOTPINK/BLK-10,,,,10,HOTPINK/BLK,,,,,,
G1045,G1045-HOTPINK/BLK-12,,,,12,HOTPINK/BLK,,,,,,
G1045,G1045-HOTPINK/BLK-14,,,,14,HOTPINK/BLK,,,,,,
G1045,G1045-HOTPINK/BLK-16,,,,16,HOTPINK/BLK,,,,,,
G1045,G1045-HOTPINK/BLK-18,,,,18,HOTPINK/BLK,,,,,,
G1045,G1045-LIME/BLK-10,,,,10,LIME/BLK,,,,,,
G1045,G1045-LIME/BLK-12,,,,12,LIME/BLK,,,,,,
G1045,G1045-LIME/BLK-14,,,,14,LIME/BLK,,,,,,
G1045,G1045-LIME/BLK-16,,,,16,LIME/BLK,,,,,,
G1045,G1045-LIME/BLK-18,,,,18,LIME/BLK,,,,,,
G1045,G1045-RYL/BLK-10,,,,10,RYL/BLK,,,,,,
G1045,G1045-RYL/BLK-12,,,,12,RYL/BLK,,,,,,
G1045,G1045-RYL/BLK-14,,,,14,RYL/BLK,,,,,,
G1045,G1045-RYL/BLK-16,,,,16,RYL/BLK,,,,,,
G1045,G1045-RYL/BLK-18,,,,18,RYL/BLK,,,,,,
G1045,G1045W-HOTPINK/BLK-14W,,,,14W,HOTPINK/BLK,,,,,,
G1045,G1045W-HOTPINK/BLK-16W,,,,16W,HOTPINK/BLK,,,,,,
G1045,G1045W-HOTPINK/BLK-18W,,,,18W,HOTPINK/BLK,,,,,,
G1045,G1045W-HOTPINK/BLK-20W,,,,20W,HOTPINK/BLK,,,,,,
G1045,G1045W-HOTPINK/BLK-22W,,,,22W,HOTPINK/BLK,,,,,,
G1045,G1045W-HOTPINK/BLK-24W,,,,24W,HOTPINK/BLK,,,,,,
G1045,G1045W-LIME/BLK-14W,,,,14W,LIME/BLK,,,,,,
G1045,G1045W-LIME/BLK-16W,,,,16W,LIME/BLK,,,,,,
G1045,G1045W-LIME/BLK-18W,,,,18W,LIME/BLK,,,,,,
G1045,G1045W-LIME/BLK-20W,,,,20W,LIME/BLK,,,,,,
G1045,G1045W-LIME/BLK-22W,,,,22W,LIME/BLK,,,,,,
G1045,G1045W-LIME/BLK-24W,,,,24W,LIME/BLK,,,,,,
G1045,G1045W-RYL/BLK-14W,,,,14W,RYL/BLK,,,,,,
G1045,G1045W-RYL/BLK-16W,,,,16W,RYL/BLK,,,,,,
G1045,G1045W-RYL/BLK-18W,,,,18W,RYL/BLK,,,,,,
G1045,G1045W-RYL/BLK-20W,,,,20W,RYL/BLK,,,,,,
G1045,G1045W-RYL/BLK-22W,,,,22W,RYL/BLK,,,,,,
G1045,G1045W-RYL/BLK-24W,,,,24W,RYL/BLK,,,,,,
G1046,G1046-PURPLE-10,,,,10,PURPLE,,,,,,
G1046,G1046-PURPLE-12,,,,12,PURPLE,,,,,,
G1046,G1046-PURPLE-14,,,,14,PURPLE,,,,,,
G1046,G1046-PURPLE-16,,,,16,PURPLE,,,,,,
G1046,G1046-PURPLE-18,,,,18,PURPLE,,,,,,
G1046,G1046W-PURPLE-14W,,,,14W,PURPLE,,,,,,
G1046,G1046W-PURPLE-16W,,,,16W,PURPLE,,,,,,
G1046,G1046W-PURPLE-18W,,,,18W,PURPLE,,,,,,
G1046,G1046W-PURPLE-20W,,,,20W,PURPLE,,,,,,
G1046,G1046W-PURPLE-22W,,,,22W,PURPLE,,,,,,
G1046,G1046W-PURPLE-24W,,,,24W,PURPLE,,,,,,
G1047,G1047-ICE BLUE-8,#843523103137,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",8,ICE BLUE,,,,,,
G1047,G1047-ICE BLUE-10,#843523103144,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",10,ICE BLUE,,,,,,
G1047,G1047-ICE BLUE-12,#843523103151,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",12,ICE BLUE,,,,,,
G1047,G1047-ICE BLUE-14,#843523103168,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14,ICE BLUE,,,,,,
G1047,G1047-ICE BLUE-16,#843523103175,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",16,ICE BLUE,,,,,,
G1047,G1047-ICE BLUE-18,#843523103182,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18,ICE BLUE,,,,,,
G1047,G1047-PINK-8,#843523103250,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",8,PINK,,,,,,
G1047,G1047-PINK-10,#843523103267,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",10,PINK,,,,,,
G1047,G1047-PINK-12,#843523103274,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",12,PINK,,,,,,
G1047,G1047-PINK-14,#843523103281,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14,PINK,,,,,,
G1047,G1047-PINK-16,#843523103298,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",16,PINK,,,,,,
G1047,G1047-PINK-18,#843523103304,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18,PINK,,,,,,
G1047,G1047-WHITE-8,#843523103373,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",8,WHITE,,,,,,
G1047,G1047-WHITE-10,#843523103380,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",10,WHITE,,,,,,
G1047,G1047-WHITE-12,#843523103397,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",12,WHITE,,,,,,
G1047,G1047-WHITE-14,#843523103403,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14,WHITE,,,,,,
G1047,G1047-WHITE-16,#843523103410,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",16,WHITE,,,,,,
G1047,G1047-WHITE-18,#843523103427,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18,WHITE,,,,,,
G1047,G1047W-EMERALD-14W,#0,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14W,EMERALD,,,,,,
G1047,G1047W-EMERALD-16W,#0,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,,16W,EMERALD,,,,,,
G1047,G1047W-EMERALD-18W,#0,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18W,EMERALD,,,,,,
G1047,G1047W-EMERALD-20W,#0,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",20W,EMERALD,,,,,,
G1047,G1047W-EMERALD-22W,#0,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",22W,EMERALD,,,,,,
G1047,G1047W-EMERALD-24W,#0,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",24W,EMERALD,,,,,,
G1047,G1047W-ICE BLUE-14W,#843523103199,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14W,ICE BLUE,,,,,,
G1047,G1047W-ICE BLUE-16W,#843523103205,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",16W,ICE BLUE,,,,,,
G1047,G1047W-ICE BLUE-18W,#843523103212,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18W,ICE BLUE,,,,,,
G1047,G1047W-ICE BLUE-20W,#843523103229,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",20W,ICE BLUE,,,,,,
G1047,G1047W-ICE BLUE-22W,#843523103236,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",22W,ICE BLUE,,,,,,
G1047,G1047W-ICE BLUE-24W,#843523103243,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",24W,ICE BLUE,,,,,,
G1047,G1047W-PINK-14W,#843523103311,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14W,PINK,,,,,,
G1047,G1047W-PINK-16W,#843523103328,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",16W,PINK,,,,,,
G1047,G1047W-PINK-18W,#843523103335,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18W,PINK,,,,,,
G1047,G1047W-PINK-20W,#843523103342,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",20W,PINK,,,,,,
G1047,G1047W-PINK-22W,#843523103359,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",22W,PINK,,,,,,
G1047,G1047W-PINK-24W,#843523103366,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",24W,PINK,,,,,,
G1047,G1047W-WHITE-14W,#843523103434,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",14W,WHITE,,,,,,
G1047,G1047W-WHITE-16W,#843523103441,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",16W,WHITE,,,,,,
G1047,G1047W-WHITE-18W,#843523103458,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",18W,WHITE,,,,,,
G1047,G1047W-WHITE-20W,#843523103465,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",20W,WHITE,,,,,,
G1047,G1047W-WHITE-22W,#843523103472,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",22W,WHITE,,,,,,
G1047,G1047W-WHITE-24W,#843523103489,Giovanna Collection Women's Silk Wool A-line Jeweled 2-piece Bolero Jacket + Dress,"This elegant A-line jacket dress is definitely your new wardrobe staple! Made in silk twill fabric, trimmed with clear diamond shaped rhinestones along the waistline, layered look v-neck, three quarter sleeve, back zipper closure. Comes with complimentary brooch! Hats are sold separately.",24W,WHITE,,,,,,
G1048,G1048-LEMON YEL-10,,,,10,LEMON YEL,,,,,,
G1048,G1048-LEMON YEL-12,,,,12,LEMON YEL,,,,,,
G1048,G1048-LEMON YEL-14,,,,14,LEMON YEL,,,,,,
G1048,G1048-LEMON YEL-16,,,,16,LEMON YEL,,,,,,
G1048,G1048-LEMON YEL-18,,,,18,LEMON YEL,,,,,,
G1048,G1048-ROSE PINK-10,,,,10,ROSE PINK,,,,,,
G1048,G1048-ROSE PINK-12,,,,12,ROSE PINK,,,,,,
G1048,G1048-ROSE PINK-14,,,,14,ROSE PINK,,,,,,
G1048,G1048-ROSE PINK-16,,,,16,ROSE PINK,,,,,,
G1048,G1048-ROSE PINK-18,,,,18,ROSE PINK,,,,,,
G1048,G1048W-LEMON YEL-14W,,,,14W,LEMON YEL,,,,,,
G1048,G1048W-LEMON YEL-16W,,,,16W,LEMON YEL,,,,,,
G1048,G1048W-LEMON YEL-18W,,,,18W,LEMON YEL,,,,,,
G1048,G1048W-LEMON YEL-20W,,,,20W,LEMON YEL,,,,,,
G1048,G1048W-LEMON YEL-22W,,,,22W,LEMON YEL,,,,,,
G1048,G1048W-LEMON YEL-24W,,,,24W,LEMON YEL,,,,,,
G1048,G1048W-ROSE PINK-14W,,,,14W,ROSE PINK,,,,,,
G1048,G1048W-ROSE PINK-16W,,,,16W,ROSE PINK,,,,,,
G1048,G1048W-ROSE PINK-18W,,,,18W,ROSE PINK,,,,,,
G1048,G1048W-ROSE PINK-20W,,,,20W,ROSE PINK,,,,,,
G1048,G1048W-ROSE PINK-22W,,,,22W,ROSE PINK,,,,,,
G1048,G1048W-ROSE PINK-24W,,,,24W,ROSE PINK,,,,,,
G1049,G1049-ROSE PINK-8,,,,8,ROSE PINK,,,,,,
G1049,G1049-ROSE PINK-10,,,,10,ROSE PINK,,,,,,
G1049,G1049-ROSE PINK-12,,,,12,ROSE PINK,,,,,,
G1049,G1049-ROSE PINK-14,,,,14,ROSE PINK,,,,,,
G1049,G1049-ROSE PINK-16,,,,16,ROSE PINK,,,,,,
G1049,G1049-ROSE PINK-18,,,,18,ROSE PINK,,,,,,
G1049,G1049W-ROSE PINK-14W,,,,14W,ROSE PINK,,,,,,
G1049,G1049W-ROSE PINK-16W,,,,16W,ROSE PINK,,,,,,
G1049,G1049W-ROSE PINK-18W,,,,18W,ROSE PINK,,,,,,
G1049,G1049W-ROSE PINK-20W,,,,20W,ROSE PINK,,,,,,
G1049,G1049W-ROSE PINK-22W,,,,22W,ROSE PINK,,,,,,
