code,color,royaltor,descript,stdcost,price,division,category,season,user4,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,sku,cost,grp,warehouse,memo,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,onhand,onorder,wip,pick,alloc,available,is_actual,active,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,descript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1341,SFM MULTI,,FABRIC MATCHING D1341,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,83,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,83,,1,83,0,0,0,0,0,0,0,0,0,0,0,SEAFOAM MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1342,WHT/ROYAL,,FABRIC MATCHING D1342,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,92,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92,,1,92,0,0,0,0,0,0,0,0,0,0,0,WHITE/ROYAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1345,GOLD,,FABRIC MATCHING HAT FOR D1345,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,115,,1,115,0,0,0,0,0,0,0,0,0,0,0,GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1345,SAPPHIRE,,FABRIC MATCHING HAT FOR D1345,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,115,,1,115,0,0,0,0,0,0,0,0,0,0,0,SAPPHIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1345,WHT,,FABRIC MATCHING HAT FOR D1345,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,115,,1,115,0,0,0,0,0,0,0,0,0,0,0,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1347,MULTI,,FABRIC MATCHING HAT FOR D1347,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,,1,80,0,0,0,0,0,0,0,0,0,0,0,MULTI COLORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1348,MULTI,,FABRIC MATCHING HAT FOR D1348,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,,1,80,0,0,0,0,0,0,0,0,0,0,0,MULTI COLORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1349,BLK/PNK,,FABRIC MATCHING HAT FOR D1349,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,1,100,0,0,0,0,0,0,0,0,0,0,0,BLACK/PINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1424/58,BURGUNDY,,SHANTUNG,,18,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,,1,26,0,0,0,0,0,0,0,0,0,0,0,BURGUNDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1424/58,GREEN,,SHANTUNG,,18,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,,1,7,0,0,0,0,0,0,0,0,0,0,0,GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1424/58,NAVY,,SHANTUNG,,18,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,54,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54,,1,54,0,0,0,0,0,0,0,0,0,0,0,NAVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1424/58,PINK,,SHANTUNG,,18,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,71,0,0,0,0,0,0,0,0,0,0,0,71,24,0,24,0,47,,1,47,0,0,0,0,0,0,0,0,0,0,0,PINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1424/58,WHT,,SHANTUNG,,18,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,34,0,0,0,0,0,0,0,0,0,0,0,34,15,0,3,0,19,,1,19,0,0,0,0,0,0,0,0,0,0,0,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1456,OFF WHT,,,,15,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,,1,2,0,0,0,0,0,0,0,0,0,0,0,OFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1468/69,GLD/BLK,,HAT,,18,ONE,HAT,CO,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,,1,27,0,0,0,0,0,0,0,0,0,0,0,GOLD/BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1491,CHAM,,FABRIC MATCHING D1491 0907 0908,,18,ONE,HAT,18SP,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,186,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,186,,1,186,0,0,0,0,0,0,0,0,0,0,0,CHAMPAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1492,LIME GREEN,,FABRIC MATCHING D1492 D1497,,22,ONE,HAT,18SP,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,67,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,,1,67,0,0,0,0,0,0,0,0,0,0,0,LIME GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1493,SIL,,FABRIC MATCHING D1493,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,86,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,86,,1,86,0,0,0,0,0,0,0,0,0,0,0,SILVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1493,WHT,,FABRIC MATCHING D1493,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,83,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,83,,1,83,0,0,0,0,0,0,0,0,0,0,0,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1494,IVY,,FABRIC MATCHING D1494,,22,ONE,HAT,18SP,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79,,1,79,0,0,0,0,0,0,0,0,0,0,0,IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1494,PINK,,FABRIC MATCHING D1494,,22,ONE,HAT,18SP,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,,1,80,0,0,0,0,0,0,0,0,0,0,0,PINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1499,CHAM,,FABRIC MATCHING D1499,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,82,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82,,1,82,0,0,0,0,0,0,0,0,0,0,0,CHAMPAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1499,COPPER,,FABRIC MATCHING D1499,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,102,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,102,,1,102,0,0,0,0,0,0,0,0,0,0,0,COPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1499,WHT,,FABRIC MATCHING D1499,,22,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GIO,0,,70,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,,1,70,0,0,0,0,0,0,0,0,0,0,0,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1502,BLACK/GREEN,,FABRIC MATCHING HAT FOR D1502,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,,1,60,0,0,0,0,0,0,0,0,0,0,0,BLACK/GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1502,BLK/PNK,,FABRIC MATCHING HAT FOR D1502,,22,ONE,HAT,18FA,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,,1,60,0,0,0,0,0,0,0,0,0,0,0,BLACK/PINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG1007,BLK,,BASIC SILK WOOL HAT,,18,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,93,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,93,,1,93,0,0,0,0,0,0,0,0,0,0,0,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG1007,CHAM,,BASIC SILK WOOL HAT,,18,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,110,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,110,,1,110,0,0,0,0,0,0,0,0,0,0,0,CHAMPAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG1007,Emerald,,BASIC SILK WOOL HAT,,18,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,,1,50,0,0,0,0,0,0,0,0,0,0,0,EMERALD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG1007,ICE BLUE,,BASIC SILK WOOL HAT,,18,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,36,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,,1,36,0,0,0,0,0,0,0,0,0,0,0,ICE BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG1007,IVY,,BASIC SILK WOOL HAT,,18,ONE,HAT,ALL,N,,,,,,,,,,,,,OS,,,,,,,,,,,,,0,GCL,0,,118,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,118,,1,118,0,0,0,0,0,0,0,0,0,0,0,IVORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
