style,color,url,index
D1458, Burgundy,https://dl.dropboxusercontent.com/s/fkqaamavybg1xit/d1458%20burgundy_dress.jpg?dl=0,dress.jp
D1458, Green,https://dl.dropboxusercontent.com/s/8xjq354lt5zgp2o/d1458%20green.jpg?dl=0,0
D1458, Navy,https://dl.dropboxusercontent.com/s/9vjoghwhqxm3w49/d1458%20navy.jpg?dl=0,0
D1458, Pink,https://dl.dropboxusercontent.com/s/abki9w85hc1qc78/d1458%20pink_1.jpg?dl=0,1.jp
D1458, Pink,https://dl.dropboxusercontent.com/s/p3ym517u95nw9kj/d1458%20pink_2.jpg?dl=0,2.jp
D1458, White,https://dl.dropboxusercontent.com/s/3fg3ouukqir12tq/d1458%20white.jpg?dl=0,0
D1459, Denim blue,https://dl.dropboxusercontent.com/s/j7txjg030w5jar9/d1459%20denim%20blue.jpg?dl=0,0
D1459, Denim blue,https://dl.dropboxusercontent.com/s/f3tfct7jubcplyu/d1459%20denim%20blue_back.jpg?dl=0,back.jp
D1459, Denim Blue,https://dl.dropboxusercontent.com/s/ex7d8khezvvae06/d1459%20denim%20blue_dress.jpg?dl=0,dress.jp
D1459, Orange,https://dl.dropboxusercontent.com/s/jgbjai12ehmbolv/d1459%20orange.jpg?dl=0,0
D1462, Violet,https://dl.dropboxusercontent.com/s/ugs6kl383bx6yp0/d1462%20violet.jpg?dl=0,0
D1463, Black,https://dl.dropboxusercontent.com/s/arhoh30tlamtwzp/d1463%20black.jpg?dl=0,0
D1463, Black,https://dl.dropboxusercontent.com/s/7gnopn63kbikbpc/d1463%20black_dress.jpg?dl=0,dress.jp
D1465, Jade,https://dl.dropboxusercontent.com/s/bl45sa6c0pj156e/d1465%20jade.jpg?dl=0,0
D1467, Lilac-blk,https://dl.dropboxusercontent.com/s/pjmatdon8wk4jge/d1467%20lilac-blk.jpg?dl=0,0
D1467, Orange-blk,https://dl.dropboxusercontent.com/s/rxp2ax9ge5g7aqx/d1467%20orange-blk.jpg?dl=0,0
D1467, Orange-blk,https://dl.dropboxusercontent.com/s/x9rhdia78l2gl8r/d1467%20orange-blk_back.jpg?dl=0,back.jp
D1468, Lime-wht,https://dl.dropboxusercontent.com/s/yldpadm2pyot7t1/d1468%20lime-wht.jpg?dl=0,0
D1468, Pink-wht,https://dl.dropboxusercontent.com/s/ronozzmj2ssstkg/d1468%20pink-wht.jpg?dl=0,0
D1468, Pink-wht,https://dl.dropboxusercontent.com/s/n3a2yxmpp9y5j9t/d1468%20pink-wht_back.jpg?dl=0,back.jp
D1468, White,https://dl.dropboxusercontent.com/s/pzpivx0vqbbvt98/d1468%20white.jpg?dl=0,0
D1468, Yellow-wht,https://dl.dropboxusercontent.com/s/def57grisb9aeed/d1468%20yellow-wht.jpg?dl=0,0
D1469, Gold-blk,https://dl.dropboxusercontent.com/s/ygfuiaez8dubjnw/d1469%20gold-blk.jpg?dl=0,0
D1469, Red-blk,https://dl.dropboxusercontent.com/s/9shose8wvuez3yo/d1469%20red-blk.jpg?dl=0,0
D1469, Red-blk,https://dl.dropboxusercontent.com/s/0psupz2jiavduze/d1469%20red-blk_back.jpg?dl=0,back.jp
D1469, White,https://dl.dropboxusercontent.com/s/8y27iegc63rl1wj/d1469%20white.jpg?dl=0,0
