Style,ATS COLOR,COLOR,SIZE,URL,INDEX
G1001W,BLK, Black,18W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,BLK, Black,20W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,BLK, Black,22W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,BLK, Black,24W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,BLK, Black,26W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,WHT, White,14W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1001W,WHT, White,16W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1001W,WHT, White,18W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1001W,WHT, White,20W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1001W,WHT, White,22W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1001W,WHT, White,24W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1001W,WHT, White,26W,https://dl.dropboxusercontent.com/s/58mqv34uuo2dwk2/G1001%20White_wm.jpg?dl=0,0
G1007,BLK, Black,8,https://dl.dropboxusercontent.com/s/y5ygdwatk3964rq/G1007%20Black_wm.jpg?dl=0,0
G1007,BLK, Black,10,https://dl.dropboxusercontent.com/s/y5ygdwatk3964rq/G1007%20Black_wm.jpg?dl=0,0
G1007,BLK, Black,12,https://dl.dropboxusercontent.com/s/y5ygdwatk3964rq/G1007%20Black_wm.jpg?dl=0,0
G1007,BLK, Black,14,https://dl.dropboxusercontent.com/s/y5ygdwatk3964rq/G1007%20Black_wm.jpg?dl=0,0
G1007,BLK, Black,16,https://dl.dropboxusercontent.com/s/y5ygdwatk3964rq/G1007%20Black_wm.jpg?dl=0,0
G1007,BLK, Black,18,https://dl.dropboxusercontent.com/s/y5ygdwatk3964rq/G1007%20Black_wm.jpg?dl=0,0
G1007,CHOCO, Chocolate,10,https://dl.dropboxusercontent.com/s/syi1u6sx4437y52/G1007%20Chocolate_wm.jpg?dl=0,0
G1007,CHOCO, Chocolate,12,https://dl.dropboxusercontent.com/s/syi1u6sx4437y52/G1007%20Chocolate_wm.jpg?dl=0,0
G1007,CHOCO, Chocolate,14,https://dl.dropboxusercontent.com/s/syi1u6sx4437y52/G1007%20Chocolate_wm.jpg?dl=0,0
G1007,CHOCO, Chocolate,16,https://dl.dropboxusercontent.com/s/syi1u6sx4437y52/G1007%20Chocolate_wm.jpg?dl=0,0
G1007,CHOCO, Chocolate,18,https://dl.dropboxusercontent.com/s/syi1u6sx4437y52/G1007%20Chocolate_wm.jpg?dl=0,0
G1007,Emerald, EMERALD,10,https://dl.dropboxusercontent.com/s/a19f0dta41yx57f/G1007%20EMERALD_wm.jpg?dl=0,0
G1007,Emerald, EMERALD,12,https://dl.dropboxusercontent.com/s/a19f0dta41yx57f/G1007%20EMERALD_wm.jpg?dl=0,0
G1007,Emerald, EMERALD,14,https://dl.dropboxusercontent.com/s/a19f0dta41yx57f/G1007%20EMERALD_wm.jpg?dl=0,0
G1007,Emerald, EMERALD,16,https://dl.dropboxusercontent.com/s/a19f0dta41yx57f/G1007%20EMERALD_wm.jpg?dl=0,0
G1007,Emerald, EMERALD,18,https://dl.dropboxusercontent.com/s/a19f0dta41yx57f/G1007%20EMERALD_wm.jpg?dl=0,0
